year	month	SPI1_MV	SPI1_AG	SPEI1	SPI3_MV	SPI3_AG	SPEI3	SPI6_MV	SPI6_AG	SPEI6	SPI9_MV	SPI9_AG	SPEI9	SPI12_MV	SPI12_AG	SPEI12	VCI
2009	1	0.530058059	0.459083046	0.449576594	-0.146394641	-0.233949223	-0.416955984	-0.013192628	-0.102567531	-0.354295001	-0.173597179	-0.232546806	-0.548223247	-0.920854707	-0.811617053	-1.127279172	0.221830887
2009	2	0.056859276	0.014780529	0.125336566	0.191856057	0.06460868	0.004106419	0.018658631	-0.141002181	-0.278924941	-0.024109656	-0.165639057	-0.399885625	-0.771587554	-0.799460174	-0.984740275	0.321810391
2009	3	1.058681707	0.960220003	1.066745184	0.661692915	0.585064236	0.63364572	0.366249538	0.228510856	0.075279055	0.249546854	0.118052835	-0.115936725	-0.022561888	-0.129082936	-0.345759979	0.733574164
2009	4	1.108641453	0.946211815	1.0028402	0.863505451	0.820746075	0.860487822	0.402972031	0.272611019	0.143309921	0.43743042	0.313095079	0.108692629	0.326068547	0.193037873	-0.07030236	0.439385242
2009	5	0.775980061	0.668708573	0.659340465	1.313451454	1.134622305	1.292440764	0.70223309	0.607828387	0.596894293	0.500854493	0.396106536	0.228026483	0.457005027	0.336380419	0.085653953	0.504845839
2009	6	-0.348421951	-0.255848686	-0.6000216	1.096012569	0.925560866	0.801945219	0.9164048	0.801773409	0.816445743	0.56234426	0.454632652	0.278742072	0.441755728	0.325852453	0.08445994	0.568820697
2009	7	1.258475851	1.085148174	0.546426017	0.776129534	0.685663275	0.29919883	1.029936717	0.915195386	0.858521278	0.488976266	0.369290337	0.221975732	0.514625168	0.403225692	0.178821799	0.378060958
2009	8	1.072469015	1.024051629	0.482752958	0.906156258	0.843531223	0.085552273	1.479934201	1.227683157	1.184264787	0.794324834	0.699185167	0.614176107	0.580972812	0.489025406	0.274787233	0.359610354
2009	9	-0.146277583	-0.19495382	-1.457135572	0.513978636	0.382760273	-0.595808545	1.007185464	0.774841516	0.234008293	0.936172859	0.816495214	0.568032511	0.601664424	0.496974459	0.133185235	0.319453799
2009	10	1.017330286	0.931822059	0.810235422	0.925412357	0.771519446	0.050598067	0.969476049	0.879433761	0.28508638	1.313700473	1.068323828	0.789099335	0.726220386	0.578813263	0.283129195	0.139575283
2009	11	2.276669159	2.112953517	1.925317972	1.772003825	1.484402087	1.383680604	1.701527889	1.442463078	1.204501724	2.201737619	1.913330739	1.581253409	1.43419299	1.206744449	1.128415768	0.129553616
2009	12	0.786468625	0.7386856	0.834382088	1.790838529	1.710020678	1.696165811	1.617438955	1.525528073	1.363017864	1.789384605	1.638524763	1.406985073	1.617247057	1.387683847	1.361103218	0.729252861
2010	1	0.976842603	0.911374318	0.853288351	1.63946958	1.594977621	1.745150681	1.670375004	1.615973302	1.566040011	1.707895064	1.599342445	1.473167155	1.721684818	1.444983084	1.404287485	0.68846659
2010	2	0.262598876	0.251774969	0.045049759	0.904359736	0.865927949	0.754942069	1.476820941	1.622691378	1.472421277	1.517992568	1.605001315	1.39603713	1.860002284	1.760932648	1.513460168	0.524317514
2010	3	0.204441321	0.08384781	-0.24312482	0.651342828	0.574098072	0.283153426	1.425167178	1.564813865	1.693316873	1.393618893	1.468351069	1.311928959	1.550093564	1.648646038	1.327331067	0.492038625
2010	4	-0.391485866	-0.350249991	-0.6983997	0.057313708	-0.075275321	-0.42554263	1.095392917	1.077792828	1.028634345	1.200048004	1.273888222	0.990638316	1.270855238	1.354100914	1.019142006	0.781957737
2010	5	-0.831034401	-0.912619661	-1.205536916	-0.293960471	-0.41698135	-0.817475515	0.56485729	0.458392144	0.130194818	1.0874329	1.101362743	0.742028493	1.130851529	1.13443711	0.724132259	0.590471286
